Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
Q9Y3B7,MRPL11,192,Homo sapiens,Large ribosomal subunit protein uL11m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338622.44,195677.45,0,0,0,0,0,176774.94,0,0,0,0,0,508349.28,0,0
Q9Y3B8,REXO2,237,Homo sapiens,"Oligoribonuclease, mitochondrial",273503.38,610988.94,232424.31,278453.25,425045.2,249996.06,99436.914,249648.17,163583.84,101136.72,257796.23,265968.7,122791.65,0,148963.11,289265.44,271129.16,436846.12,313789,159427.4,598529.56,104197.58,228655.45,519266.72,404510.22,141986.9,99131.734,178854.61,98637.36,763020,362115.88,1924786.8,1312223,27382.992,324421.16,691181.75,790170,418667.1
Q9Y3C4,TPRKB,175,Homo sapiens,EKC/KEOPS complex subunit TPRKB,229586.2,0,0,0,0,124407.56,0,66096.65,66509.12,0,61285.77,106510.05,0,0,94199.04,156236.73,97177.555,193990.1,0,86562.96,78182.25,309380.8,188107.72,0,375411.66,157949.25,126020.92,116158.26,69553.33,104890.29,284150.25,90979.625,262160.9,160733.7,90497.805,187804.34,235679.77,323920.06
Q9Y3C6,PPIL1,166,Homo sapiens,Peptidyl-prolyl cis-trans isomerase-like 1,88604.13,0,0,0,0,0,0,0,0,0,0,0,0,0,61246.26,0,0,14850.737,0,119740.95,188438.56,137701.3,113520.14,0,0,56157.047,190620.69,0,0,0,0,1057512,115940.22,0,0,93686.6,0,40213.426
Q9Y3C8,UFC1,167,Homo sapiens,Ubiquitin-fold modifier-conjugating enzyme 1,924363.8,461889.9,0,0,0,138919.16,71101.21,356866.06,157390.19,119410.08,537899.06,445097.88,202892.97,109843.38,287168.2,496585.97,279731,676958.25,308211.44,2038812.9,1437265.8,1381645.5,127910.24,273905.16,212149.86,609961.9,45933.664,266636.44,260622.53,456196.7,500594.7,4110274,2717047,361739.62,337454.03,867053.4,250532.36,332747.75
Q9Y3D0,CIAO2B,163,Homo sapiens,Cytosolic iron-sulfur assembly component 2B,344653.25,207305.22,0,0,197378.56,256844.38,0,388965.53,0,77891.62,0,0,0,0,0,0,0,312473.2,120685.42,415940.7,303861.1,0,80621.13,170233.98,366661.94,248759.36,0,135490.69,0,494208.78,0,769067.94,644043.56,320269.56,228567.2,248709.16,0,275138.4
Q9Y3D2,MSRB2,182,Homo sapiens,"Methionine-R-sulfoxide reductase B2, mitochondrial",548756.5,911365.6,338419.66,715728.1,398954.9,375224.2,160238.08,0,404660.12,224479.4,343804.5,394151.88,281054.84,104710.92,426173.84,365805.2,390315.06,587437.1,502976.38,417849.25,149658.06,0,281177.84,0,504550.06,72394.195,96001.89,98144.55,305052.1,530356.8,633286.44,0,756630.3,318935.8,415286.28,380075.94,474414.44,406223.53
Q9Y3D3,MRPS16,137,Homo sapiens,Small ribosomal subunit protein bS16m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490100.94,130976.625,0,471233.22,333737.8,0,278238.12,73763.055,0,0,329209.56,0,0,0,0,330334.12,642780.75,0,464173.22
Q9Y3D6,FIS1,152,Homo sapiens,Mitochondrial fission 1 protein,2884563.2,1972320.8,1752373.9,806959.6,727293.06,846984,857766.1,1477137.5,1232183.5,1331961.4,1386557.6,1242888.4,662921.2,584371.94,1946788.1,2771109.5,2590132.2,1648803,1168484.8,3714886.2,656186.4,599611.44,1120737.6,751504.1,1078901,1324338.8,620867.5,259215.66,2240477.8,1284489.6,3551658.2,2888622.2,1226853.9,4405798,1710835.2,829193.5,2751312,2072442.1
Q9Y3D7,PAM16,125,Homo sapiens,Mitochondrial import inner membrane translocase subunit TIM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400272.47,0,0,0,0,0,243172.06,0,0,0,0,905282.7,0,0,0,0,0,0
Q9Y3D9,MRPS23,190,Homo sapiens,Small ribosomal subunit protein mS23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515989.94,52790.71,0,291788,0,0,170304.36,37592.953,0,0,0,0,239817.92,0,0,429824.2,251339.23,0,162608.08
Q9Y3E0,GOLT1B,138,Homo sapiens,Vesicle transport protein GOT1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1951060.6,247639.27,1123762.4,70709.945,291460.8,69326.67,456405.75,352722.7,324832.6,0,124645.46,501005.94,6473353,513441.9,0,976082.5,594262.6,460182.16,529746
Q9Y3E5,PTRH2,179,Homo sapiens,"Peptidyl-tRNA hydrolase 2, mitochondrial",788669.7,2590899.8,860692.5,1700428.1,1171608.9,1154414.4,437139.25,576109.9,1968247.9,1520100.4,593296.4,852784.4,152853.22,268342.7,593069.4,603363.9,773474.75,748070.56,241859.69,3982212,466420.22,4569253,1270814.6,2241759.8,2069518.8,1139109.8,208642.02,904889.25,1436005.6,659708.44,4556422,6931476,3487734,1743748.2,2725997.2,4747873.5,2844056.8,1171929
Q9Y3F4,STRAP,350,Homo sapiens,Serine-threonine kinase receptor-associated protein,1807044.4,4386004.5,1699029.4,950189,1105746.5,1255215.4,301556.94,1350711.8,1286878.2,1009503.56,2481709.5,2602358.8,1063503.1,644158,1162612.2,682673.7,564472.1,2209793.5,1348801.9,7126104.5,6481845,3300601.5,2817823.2,3322570,3754657.5,2240767.5,1025000.75,3522259.2,1708220,8093616.5,4885703.5,8158707,4356296.5,1463537.2,2712502,3218904,2769077,1860314.2
Q9Y3I0,RTCB,505,Homo sapiens,RNA-splicing ligase RTCB,3135993,1.2922599E7,5716165,4736693.5,6150754,5661518.5,2348564.8,6994722.5,4955102.5,3269509.5,5589972.5,4286744.5,1612516,1441834.8,2342723.5,2656767,3064895.5,5285023,2689450,1.6237104E7,1.4203609E7,1.1005721E7,6428413.5,8009390,9481392,4981414.5,3471369,5733779,6758515,6332785.5,1.1856208E7,2.071645E7,1.9492724E7,7155027.5,7416225.5,5267552,8994482,7102402.5
Q9Y3I1,FBXO7,522,Homo sapiens,F-box only protein 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754489.7,0,0,0,0,0,0,0,0
Q9Y3L3,SH3BP1,701,Homo sapiens,SH3 domain-binding protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307039.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y3L5,RAP2C,183,Homo sapiens,Ras-related protein Rap-2c,391725.56,0,331817.2,314036.16,181729.1,261823.5,225907.55,0,0,0,338252.8,513900.12,183289.33,0,43062.184,263420.12,281462.72,0,118828.85,0,0,0,0,238736.53,0,163722.38,0,0,0,199533.22,870455.8,657617.75,720425.75,68336.875,0,522064.72,386060.94,601653.5
Q9Y3U8,RPL36,105,Homo sapiens,Large ribosomal subunit protein eL36,978500.9,755525.9,717201.75,335715.72,1030431.25,794728.75,467021.5,333530.72,346793.2,131461.64,545490.9,1209276.9,522768.8,378042.47,460215.2,626642.75,1122627.6,149207.12,312278.56,5848722,582174,1050418.1,750217.9,383641.47,913125.25,1539902.4,543832.2,318495.06,234370.22,1302467.9,1591828.6,3766588.2,568728.2,159542.58,984173.4,1118749.2,563878.3,1151797.1
Q9Y3X0,CCDC9,531,Homo sapiens,Coiled-coil domain-containing protein 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468845.56,0,52727.773,0,0,0,0,0,0,0,298069.16,344026.44,0,0,0,0,0
Q9Y3Z3,SAMHD1,626,Homo sapiens,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,2213552.2,1.8832462E7,6024152.5,7308288,1.1767901E7,9602707,2460367,9020073,1.4331358E7,5619491.5,9210936,4671979,975947.5,3054267.2,835560.6,963060.25,1843565.1,2354301,407271.56,2.0395564E7,192809.39,7807720.5,4136964.8,1.0591306E7,8640985,5232392,2831254.8,6675882.5,3243681,1.9352864E7,8441221,1.3351394E7,7285980,4199426,1423805.5,1.6129829E7,9137775,6372615.5
Q9Y450,HBS1L,684,Homo sapiens,HBS1-like protein,63768.387,1913099,0,261148.38,0,0,0,1426606.1,820532.94,0,0,0,0,0,0,0,0,63629.242,27531.246,147611.25,0,0,0,0,0,0,0,177352.95,0,94658.02,0,0,1319681,970127,0,0,0,0
Q9Y478,PRKAB1,270,Homo sapiens,5'-AMP-activated protein kinase subunit beta-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247272.75,0,0,224745.97,381389.84,0,0,0,110189.75,188280.22,206084.67,855397.56,0,0,0,364528.1,0,0
Q9Y490,TLN1,2541,Homo sapiens,Talin-1,1.633855E7,1.06300376E8,4.8991628E7,3.2211604E7,5.1368468E7,8.7183E7,2.9235438E7,3.5392636E7,4.5652392E7,2.5429638E7,6.1136028E7,6.9056256E7,3.5965888E7,2.255973E7,1.3758906E7,9462973,3.8205956E7,2.508342E7,7177281,1.37918544E8,4.3472128E7,6.7207272E7,4.0140188E7,6.5563612E7,5.4927096E7,4.7626076E7,2.2678436E7,1.17258216E8,4.0612552E7,6.4637784E7,5.1545812E7,2.22531088E8,1.10731536E8,5.722624E7,4.7746008E7,7.8835128E7,3.535856E7,4.4239556E7
Q9Y4C2,TCAF1,921,Homo sapiens,TRPM8 channel-associated factor 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834514.25,0,0,0,0,0,0,0,0,0,0,0,783674.44,0,0,0,0,0,0
Q9Y4E1,WASHC2C,1341,Homo sapiens,WASH complex subunit 2C,448775.53,0,0,0,0,110307.65,0,52427.652,0,0,0,0,0,0,0,405003.62,315064.34,555417.75,161149.22,183508.88,268239.9,0,185128.61,457743.25,59439.773,191682.8,132544.94,148681.6,0,508246.62,250943.88,657402,913289.9,0,0,1780779.4,247875.94,185101.7
Q9Y4E8,USP15,981,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase 15,0,0,720204.94,308151.78,469871.3,638843.56,0,125634.945,0,164866.44,0,0,0,0,0,0,0,351412.9,0,0,354460.84,646597.06,0,547776.1,0,0,0,0,0,0,689477.1,0,991633,0,0,0,0,274837.3
Q9Y4F1,FARP1,1045,Homo sapiens,"FERM, ARHGEF and pleckstrin domain-containing protein 1",492389.06,1565119.1,578350.06,0,242450.61,298875.38,0,0,421351.9,463065.8,527415.6,258208.58,117887.84,344958.53,238333.58,0,139507.12,0,0,3874183.2,2162611,432391.25,0,1442054.4,901870.44,288155.34,125519.11,1231714,991841.6,231190.67,2380199.2,5884257.5,3253880,1087494.5,1214241.4,1047100.5,684686.5,371458.5
Q9Y4G6,TLN2,2542,Homo sapiens,Talin-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462950.9,0,0,0,0,0,0,0,0
Q9Y4I1,MYO5A,1855,Homo sapiens,Unconventional myosin-Va,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300002.78,0,0,0,0,0,0,249892.94,0,0,566663.1,0,0,0,0,0,0,0,0
Q9Y4L1,HYOU1,999,Homo sapiens,Hypoxia up-regulated protein 1,4.726422E7,6.0429452E7,2.6453182E7,1.3721363E7,3.8637736E7,3.1150144E7,1.1522231E7,2.2789822E7,2.278562E7,1.72213E7,3.756268E7,3.3000366E7,1.3990608E7,9424566,2.1290202E7,3.6180776E7,1.813097E7,5.292944E7,1.9376224E7,8.6364984E7,4.8774556E7,1.30192168E8,2.44096E7,6.191246E7,3.9520508E7,5.260358E7,1.8172898E7,3.2164662E7,3.9479672E7,2.1863322E7,6.7298984E7,1.923512E8,1.6076736E8,1.3357712E7,4.7112124E7,2.3331248E7,2.9048074E7,2.3696268E7
Q9Y4P3,TBL2,447,Homo sapiens,Transducin beta-like protein 2,0,69510.47,0,0,0,474467.12,117942.98,0,0,0,78556.3,1020066.25,310822.34,195541.69,0,0,479310.84,58473.496,0,3503673.8,1443771.2,544463.06,350800.38,1374375.5,0,1840295.4,0,147144.05,0,849954.1,2181793,6279872,2207093.8,0,1091275.1,257606.83,499427,1739513.2
Q9Y4W6,AFG3L2,797,Homo sapiens,Mitochondrial inner membrane m-AAA protease component AFG3L2,210096.33,3095091,2294506.2,1980113.8,2293980.8,3260866.8,1381189.6,73992.77,1947837.6,1071226.1,1906001.5,6782823.5,1634117.4,995912.6,117299.76,0,2367201,0,0,8864934,1875702.9,2163855.8,3885708.5,1572302.1,1731392.6,1868057.8,2230161.8,1181941.4,1690305.2,6476981.5,4673644.5,9663484,2209225.5,1891888.6,5155279,2881266,4792412.5,3072674
Q9Y4X5,ARIH1,557,Homo sapiens,E3 ubiquitin-protein ligase ARIH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155806.27,287823.4,356033.78,0,0,0,182349.02,100938.76,110310.67,0,243732.14,0,0,0,0,262849.97,0,0,154959.27
Q9Y4Y9,LSM5,91,Homo sapiens,U6 snRNA-associated Sm-like protein LSm5,587913.75,438384,122834.97,0,297556.8,307265.06,87389.52,0,0,112388.94,246886.48,344598.56,145079.08,157346.92,256609.81,390758.06,321035.53,536032.9,448577.06,741129.2,330228.88,475467.56,256907.92,202801.77,230710.03,216210.86,190097.28,188877.73,98624.51,335441.34,338163.53,690799.1,450709.06,250996.84,271027.7,390706.88,412568.56,99006.94
Q9Y4Z0,LSM4,139,Homo sapiens,U6 snRNA-associated Sm-like protein LSm4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397360.16,0,0,0,0,0,91452.09,0,143896.02,0,65989.414,0,983485.2,0,0,100130.46,0,0,0
Q9Y512,SAMM50,469,Homo sapiens,Sorting and assembly machinery component 50 homolog,2082166.8,3580531.5,1201338.2,1686984.9,2044221.5,2496933,448096.94,1803674,1910974.4,1173358.5,1508683.5,3416905.2,306137.3,892450.8,533104.1,700465.2,1225979,1427609,843776.5,8314095.5,1368434.5,1755478.2,2880893.2,5135325,733405.4,1482177.1,2077826.2,1349675.6,1882264.8,3057180.5,2739299.8,5016815,7962945.5,1407465.1,3110444,6258617.5,3689912.2,3755085.8
Q9Y520,PRRC2C,2896,Homo sapiens,Protein PRRC2C,209654.8,0,0,0,0,0,0,0,0,0,0,0,0,0,92987.18,136510.9,0,82522.54,0,151720.69,740222,391741.6,375431.53,0,0,82691.47,146243.38,0,0,0,0,1114003.1,638778.56,0,0,840199.8,0,0
Q9Y547,IFT25,144,Homo sapiens,Intraflagellar transport protein 25 homolog,269517.53,0,0,0,0,793328.4,0,0,0,0,121992.71,265230.25,0,0,0,547137.1,0,243770.33,0,988575.4,257298.89,1297369.9,89275.69,0,340732.84,0,126967.23,0,0,695126.3,1107254,2105238.5,698415.7,0,0,493645.22,216531.98,0
Q9Y570,PPME1,386,Homo sapiens,Protein phosphatase methylesterase 1,3297554.2,0,0,0,0,2956689.2,2977163.5,0,0,0,6768020,0,0,0,0,2376894.5,3506034,2709067.2,0,1876101.8,1396579.9,325558.8,0,0,6014763,0,0,168106.58,0,1636604,0,1550249,2344100.5,0,0,2879168,2620814.8,1764554.2
Q9Y5A7,NUB1,615,Homo sapiens,NEDD8 ultimate buster 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89408.11,0,0,0,125410.71,207089.22,0,0,0,0,119771.95,187870.5,0,0,217465.6,0,213326.11
Q9Y5B9,SUPT16H,1047,Homo sapiens,FACT complex subunit SPT16,0,0,192490.81,0,0,549226.94,0,0,0,0,0,634148.1,0,186012.23,0,0,0,0,0,4321242,3137483.2,3888240.5,2310714.5,0,594568.6,2302784.8,1939013.4,1310005.6,549782.75,2432752.5,331291.97,1.904465E7,471478.38,391734.47,741837,1548642.2,507688.47,589547.4
Q9Y5C1,ANGPTL3,460,Homo sapiens,Angiopoietin-related protein 3,0,0,0,0,0,49417.65,0,0,0,0,0,260215.53,0,0,0,0,0,0,0,2741462.2,0,974450.25,1038232.5,207068.7,0,479459.66,434977.2,483276.56,0,0,3238654.8,1159794.4,1105463.4,0,0,523799.25,0,0
Q9Y5J7,TIMM9,89,Homo sapiens,Mitochondrial import inner membrane translocase subunit Tim9,447910.66,0,0,0,0,87177.19,0,237016.48,237843.84,119126.53,0,58893.082,112961.445,0,268473.6,181382.39,52247.594,345022.72,135498.58,555584.75,0,251701.22,244794.77,0,0,183544.19,94522.51,0,99658.6,438688.25,357957.84,296671.7,0,0,250322.3,283843.3,395096.7,208999.28
Q9Y5K5,UCHL5,329,Homo sapiens,Ubiquitin carboxyl-terminal hydrolase isozyme L5,823629.8,2607162,836778.25,763652.25,1072583.8,1008889.4,625680.25,1767432,1057792.2,313610.34,878976.4,1542919,569219.7,428360.75,632829.1,645932,246891.38,986980.25,365336,1988944.8,1684006.1,4689432.5,1010251.9,2718455,1194867,491556.5,359545.16,524641.6,1216825.1,442227.25,1144247.9,7664911.5,3395036,222751.6,905907.3,2931958.5,1291017.1,360839.47
Q9Y5K6,CD2AP,639,Homo sapiens,CD2-associated protein,681741.75,0,0,0,0,280285.5,0,0,0,0,0,313237.22,151025.88,147437.08,93099.25,492440.7,150678.67,477346.2,0,284754.28,266534.94,1588707.9,496523.03,0,233095.34,1335220.8,258261.44,195737.7,0,283521.78,414884.94,1980087,658656.9,0,182379.23,328879.47,468235,161079.9
Q9Y5K8,ATP6V1D,247,Homo sapiens,V-type proton ATPase subunit D,412239.25,172733.12,273571.72,0,133554.64,0,0,0,0,0,0,0,0,0,170509.77,0,0,364723.84,193784.42,0,0,0,0,404363.75,363844.3,0,0,0,0,1485711.4,0,0,247563.28,0,319625.06,0,0,0
Q9Y5L0,TNPO3,923,Homo sapiens,Transportin-3,0,0,61326.582,111988.44,132474.4,109294.52,53924.9,0,107887.74,54686.664,70966.87,104680.15,56834.79,52932.56,0,0,1755306.4,0,0,350289.47,452241.3,49862.145,129173.42,182675.12,192186.98,373139.38,270361.97,95142.016,151428.1,466875.66,219222.4,722469.9,379283.84,123663.016,112394.125,275251.66,213875.44,280846.7
Q9Y5L4,TIMM13,95,Homo sapiens,Mitochondrial import inner membrane translocase subunit Tim13,5172574,1440259.4,535640.6,1043969.4,1872460.2,1128284.9,321212.5,1096309.6,799219,814164.25,890461.9,2341389,933195,337531.25,1711829.5,2499531.5,1614425.8,2356471,1577771.8,2030106,354178.12,1931860.5,1732154.6,2820950.2,1303443.6,1021451.4,715433.25,281704.06,571004.1,947527.8,4289423,1340137.8,1538720.5,1587423.8,1093805.2,5062176.5,2517695.8,1976026.9
Q9Y5M8,SRPRB,271,Homo sapiens,Signal recognition particle receptor subunit beta,496583.62,1758385.8,2173519.5,1071941.9,2883166.8,3287025,1462537.5,85118.17,913465.75,980055.4,1700527.6,6207162.5,2325012.8,1025699.44,0,0,5296423,185003.28,64272.34,8002813,3369620.5,2763561.5,835268.1,2190486.5,1120228,4394497,717725.7,1301608.4,639184.75,4072592,9393401,1.4535545E7,4076823,447781.72,3533555,3648613,2682036.2,3160207.5
Q9Y5P4,CERT1,624,Homo sapiens,Ceramide transfer protein,0,0,0,0,0,275641.94,0,0,0,0,52615.547,0,0,0,0,0,0,0,0,61610.195,56259.797,113844.414,76993.086,0,0,80291.39,0,46522.145,0,171747.47,75365.56,0,464222.94,0,0,246566.58,19573.582,169616.73
Q9Y5P6,GMPPB,360,Homo sapiens,Mannose-1-phosphate guanylyltransferase catalytic subunit beta,2732202,4976029.5,2479060,2683344.5,1988985.2,1727838.5,1304212,1978484.9,2172126.8,1205742,2228526.2,2147715.5,1433484.4,851805.25,1567836,2209515,2513395.8,1741646.6,249867.97,4268939.5,4982861,1.5138626E7,1836555,3246645,2163437.8,2197495.2,1228124.6,1710017.2,2670523.5,3920100.8,3186877,2.2046406E7,3365353,1779910.5,1850962.8,2411583.2,2551281,1904633
Q9Y5R8,TRAPPC1,145,Homo sapiens,Trafficking protein particle complex subunit 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194871.52,0,0,0,0,0,0,0,0,0,0,0
Q9Y5S2,CDC42BPB,1711,Homo sapiens,Serine/threonine-protein kinase MRCK beta,0,93475.89,21000.234,0,0,37176.69,0,0,0,0,58162.047,64509.434,0,0,0,0,0,0,0,0,0,0,0,0,0,28701.61,0,54969.01,0,0,65080.785,0,0,0,0,0,0,0
Q9Y5S9,RBM8A,174,Homo sapiens,RNA-binding protein 8A,4271348,3943450.5,1276845,1074785.1,1674525.4,3417507,617523.75,1883008.8,996039.8,694243.6,1111103.8,1278937.1,1001692.44,905423.9,1319665.2,2667738.8,2463241,3588994.8,1871758.2,1.0814004E7,6948507.5,9296442,2555947.5,3653460.8,2973429.5,2583858.8,1448058.8,2795883.5,2634848.5,3564063.5,5217055.5,1.0206904E7,7225946.5,1091638.8,2518892.5,4946564,2594447.8,2519013.2
Q9Y5U8,MPC1,109,Homo sapiens,Mitochondrial pyruvate carrier 1,476641.75,2255283.5,502628.53,606356.94,1425944.9,1114365.2,135000.47,360704.5,865162.9,0,345980.84,412388.38,0,11319.422,236170.34,383668.12,122092.125,547151.6,265908.72,211585.03,0,202483.45,45239.24,376452.8,129870.22,18009.793,114071.53,0,0,0,649481.9,1221788.1,1341563.2,34339.543,52356.242,207510.48,220029.84,784853.6
Q9Y5U9,IER3IP1,82,Homo sapiens,Immediate early response 3-interacting protein 1,0,0,497217.2,0,747273.94,529720.56,201781.4,0,0,74231.13,0,784806.06,230281.64,123441.86,0,0,340098.97,0,0,1709698.1,1405922.2,1146114.8,0,825980.44,435443.62,639183,189690.77,0,0,492931.3,2714505.8,1258726.2,1248707.8,0,629110.44,401962.75,531215.4,768874.7
Q9Y5X1,SNX9,595,Homo sapiens,Sorting nexin-9,1646439.6,2269763,1162474.4,569007.56,1184323.4,1577085.2,525848.06,724933.06,1035697.56,1992952.2,1491099.9,1751692.4,786613.3,705030.4,895400.56,1064855.5,893558.25,1819035.5,790518.5,1843313.2,0,497915.75,450985.6,2602562,688077.06,1156115.5,792055.44,1458726.1,951309,1284532.6,1796482.5,5884304,1432312.5,1667058.6,1837718.6,2518967.2,1198851.8,1498684.2
Q9Y5X2,SNX8,465,Homo sapiens,Sorting nexin-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255718.28,0,0,0,0,0,0,0,0,1487327.9,0,0,0,0,0,0,0,0
Q9Y5X3,SNX5,404,Homo sapiens,Sorting nexin-5,6984361.5,6639989,2873729.2,2344992.8,3843029.8,3388582.5,846738.56,3540864,1847746.8,2004731.5,3394845.2,3513591,1911914,1084151.8,2231534.8,4712249.5,2943992,3875982.5,2770284.8,5130684,3925294.5,924665.5,2144809.2,3747107.5,2708675.2,1921110.5,882277,2124385.2,1769905,5023562,5072832,7567126,5861595.5,3562957.5,2117454.8,2430064,1954676,1937834
Q9Y5Y2,NUBP2,271,Homo sapiens,Cytosolic Fe-S cluster assembly factor NUBP2,1271081.8,2282286.5,1292136.8,1139052.9,1533278.8,1364215.5,742779.6,1420113.9,1210971.6,736304.1,919116,1118938.8,507684.56,430671.44,915322,1514943.5,1200906.2,2219999,1423973.6,1019698,1055071.5,4051486.5,537938.6,1357218.4,2326235,925979.6,740466.5,755873.9,1026132.5,1049193.6,1611219.8,2171072.5,2685254.8,1633114.6,1361232.2,1892287.1,2388328.8,1909416.1
Q9Y5Y5,PEX16,336,Homo sapiens,Peroxisomal membrane protein PEX16,0,0,0,0,0,148680.25,0,0,0,0,0,0,0,0,0,0,0,0,0,357430.3,0,0,0,0,32919.11,102745.44,0,0,0,0,265254.28,579082.9,0,0,0,293615.3,189397.67,171660.3
Q9Y5Z4,HEBP2,205,Homo sapiens,Heme-binding protein 2,8992450,9105762,3872005,6269647,4515980.5,7171872,2288689.5,9801681,6198751.5,2498668,5272496.5,6701656,6739751,1870179.6,1.2172532E7,1.3437496E7,6377522,1.1571661E7,1.0900193E7,2931502.8,2412936,4957474,2457376.5,2860213.5,3792135.5,2957105.5,1307642.5,3631061,3189118.5,3967670,5151488.5,4816075.5,1.4215365E7,6710487,4594782.5,1025436.6,2759587,2685129
Q9Y606,PUS1,427,Homo sapiens,Pseudouridylate synthase 1 homolog,0,0,0,0,0,85983.516,0,0,0,0,0,0,0,0,0,0,0,0,0,251826.55,0,0,460715.25,232474.81,97262.67,146515.6,1481542.5,0,0,0,920143.5,0,0,0,0,612374.6,246242.27,198222.27
Q9Y608,LRRFIP2,721,Homo sapiens,Leucine-rich repeat flightless-interacting protein 2,0,0,0,196248.84,0,0,0,124563.96,0,0,0,255871.97,271261.4,91214.7,0,0,148186.75,139443.34,0,0,0,0,0,0,210858.84,0,0,0,0,0,0,591485.94,741274.94,0,0,0,0,0
Q9Y613,FHOD1,1164,Homo sapiens,FH1/FH2 domain-containing protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204925.25,0,0,0,0,0,0,0,0
Q9Y617,PSAT1,370,Homo sapiens,Phosphoserine aminotransferase,2.954551E7,2.9738044E7,1.152857E7,3.0903976E7,1.9706324E7,2.2811828E7,1.5190158E7,3.3090052E7,2.0643704E7,1.0715873E7,1.8502084E7,1.4074284E7,2.4396832E7,5048846,1.0445293E7,1.2722586E7,2.044037E7,1.7353304E7,1.978534E7,850837.3,5232570.5,1.0876652E7,1.767024E7,3597153.5,1.2192581E7,3850628,7054802,2993781.8,7926883.5,1.4369477E7,3074430.2,5.747264E7,1.2073109E7,1680270.2,404714.97,6227503,7644718,9895150
Q9Y619,SLC25A15,301,Homo sapiens,Mitochondrial ornithine transporter 1,1793329.2,7928399,3224877.8,6246031,5783398.5,1703562,2413243.2,3061448.8,6470869,3959943,4563178,6985599,4166155.2,1774952,1220172.5,1871714.2,2618886,1229486.5,3274885,1.4898179E7,277144.72,1.1296613E7,1785726.1,951977.4,2610088.2,1792435.2,2720159.5,1838899.2,5030620.5,187418.14,4884241,5644502,346024.9,1572505.1,6.534574E7,1616361.8,4426313.5,3450683
Q9Y624,F11R,299,Homo sapiens,Junctional adhesion molecule A,0,1884127.5,769116.6,501816.44,923516.75,1000041.25,536776.06,289958.28,645469.3,498008.88,746313.06,1201102,280304.5,209396.22,0,0,872366.75,0,0,2004541,2930636.5,1590491.5,865048,469913.5,677283.9,1443071.5,44919.336,940560.25,1002047.25,1595712.8,1942533.8,1.5278023E7,2601503.8,766277.94,1071547.2,424676.25,1144986.2,1932071.8
Q9Y625,GPC6,555,Homo sapiens,Glypican-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321102.8,2581201.5,117448.14,0,0,0,647733.6,0,956688.6,0,0,0,5300357.5,0,0,0,0,0,455084.5
Q9Y639,NPTN,398,Homo sapiens,Neuroplastin,0,0,0,0,0,239610.53,0,0,0,0,0,0,0,0,0,0,0,0,0,125148.82,336198.56,487917.97,339721.97,366214,121373.17,354343.72,219286.81,235544.92,0,494770.66,243944.3,1504599.6,0,0,277074.03,391917.16,0,403456.28
